train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
1251074,Ka-bar tdi law enforcement knife,1,Sports & Outdoors/Outdoors/Hiking & Camping,,30.0,1,Brand new ka bar tdi law enforcement knife. Includes kydex sheath with belt clip.
637659,Gold Oversized Circle Clear Glasses,1,Women/Women's Accessories/Sunglasses,,10.0,1,Gold Oversized Circle Glasses with Clear Lense •Frame Color: Gold •Lenses: Clear (Non Prescription) •Size: Oversized •Excellent Quality Fashion Eyewear •Polycarbonate Lenses •Blocks UVA & UVB •Price is Firm
1207428,Discounted Dream Matte powder,1,Beauty/Makeup/Face,Maybelline,5.0,1,Brand new sealed but *cracked casing* Color: Beige medium 2-2.5 Free shipping
1451208,American horror story season 1-5,1,Electronics/Media/DVD,,44.0,1,first 5 seasons brand new [rm]
386403,Pier 1 Picture Frames,2,Home/Home Décor/Photo Albums & Frames,Pier One,26.0,0,THIS LISTING IS FOR EACH ONE! Must contact to let me know what you want to purchase. 1 holds 5x7 1 holds 5x5 Very pretty gem and stone studded frames with kickstands or you can hang. [rm]/each
178845,Thrive level for women DFT,1,Other/Daily & Travel items/Sports Nutrition,,40.0,1,"1 pack - 30 patches Brand new, fresh, factory sealed Free shipping"
1374267,LuLaRoe OS leggings NWT,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,20.0,1,"LuLaRoe OS leggings Second picture shows true colors NWT, never worn or washed, no flaws Smoke-free home"
492055,Supreme new era red headband,1,Men/Men's Accessories/Hats,Supreme,34.0,0,For men and women
577725,LC Lauren Conrad,3,Women/Sweaters/Crewneck,LC Lauren Conrad,10.0,0,Adorable light weight sweater. It's a little fuzzy from being worn and I tried tk capture that in the last pic. No free shipping. Check out my other items for bundles.
937331,"Samsung wireless charging pad for s6,s7",1,Electronics/Cell Phones & Accessories/Chargers & Cradles,Samsung,10.0,1,"Brand new Samsung wireless charging pad Color: white NEW Samsung Wireless Charging Pad (Retail Packaging) **USB Cable or Wall Charger are not included. Color: White Compatibility: Galaxy S6 Galaxy s7 Galaxy S6 Active Galaxy S6 edge Galaxy S6 edge+ Galaxy Note5 Features: Wireless Charger Interface: Wireless, microUSB Charging your phone is easier than ever with the Samsung Wireless Charger. No need to connect a cable to your smart phone, simply place your mobile device on the charger pad and watch it charge....so easy. Samsung's Wireless Chargers comply with WPC wireless charging standards and allows you to enjoy reliable and convenient charging for a large range of devices. It provides you with great charging results every time minus the hassle of wire. Samsung Wireless Charger is a great fit with any compatible wireless charging handset. The Galaxy S6 and Galaxy S6 Edge is even easier to charge, simply place it on the charger, without any need for additional accessories."
712903,Hollister long sleeve,2,Women/Athletic Apparel/Shirts & Tops,Hollister,12.0,1,Cute hollister long sleeve with see through back!
1223966,Ps3 UfC 2010,3,Electronics/Video Games & Consoles/Games,Sony,9.0,1,Used
1007523,3 PC-Wall Decor Mirror Set,2,Home/Home Décor/Home Décor Accents,,19.0,0,"3 piece set for a beautiful wall decor. I've never used these, but I'm sure they would look great in anyone's home. Each Mirror is 10"" x 10"" and comes with a hook on the back of each mirror. I don't have the original box it came in, but I will make sure to pack these with great care. They are lightweight and would easily go up on any wall in your home!"
69594,Medium Scrub Pant And Shirt,2,Women/Tops & Blouses/Other,,10.0,0,5$ for Pant And Shirt or 8$ for set
1267986,Brand New Morphe Brushes,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,Morphe Cosmetics,29.0,0,"Brand new, never used Morphe brushes. Husband bought these for me but I have too many makeup brushes already."
481723,Snoopy Pop Vinyl,1,Kids/Toys/Action Figures & Statues,Funko,17.0,1,Funko Pop Vinyl Snoopy 139 2016 Summer Convention Exclusive Peanuts Patriot America
825275,Limited Edition PINK Winter Hat,2,Men/Men's Accessories/Hats,PINK,14.0,0,"Limited Edition PINK nation winter hat. No tags, but never worn. Given to me with large purchase at PINK. One size fits all."
393087,Calvin Klein travel size .33 oz,1,Beauty/Fragrance/Women,,25.0,1,"Euphoria, endless euphoria, eternity . No box"
1463662,American Eagle High Waisted Shorts,2,Vintage & Collectibles/Clothing/Shorts,American Eagle,19.0,0,"Size 2 Worn once No free shipping Offers considered I have more AE clothing on my profile, I do bundle with discount"
207561,Just Fab Luxe♤ over the knee black boots,1,Women/Shoes/Boots,,34.0,0,"Beautiful and sexy over the knee boots. 4"" heel. ● New, never worn • with box. True to size"
433799,Lularoe NWT paisley Striped Julia Large,1,Women/Tops & Blouses/T-Shirts,,61.0,0,No description yet
898611,Paisley Strapless Maxi - Sz L,3,Women/Skirts/Maxi,,12.0,0,Paisley Maxi Dress Sz L - Beautiful Light Weight
125368,Dark brown men's dress shoes size 9.5,2,Men/Shoes/Loafers & Slip-Ons,Bass,31.0,0,Bass dark brown men's dress shoes size 9.5
950471,PINK warm and cozy lotion,2,Beauty/Skin Care/Body,Victoria's Secret,12.0,0,Drenched in warm and cozy body lotion Old packaging but same scent My mom was allergic to it so I never used it
994927,2 Lg Oregon Duck decal sticker cling,1,Sports & Outdoors/Fan Shop/NCAA,,3.0,1,Brand new Oregon Duck decal sticker clean type 5 inches by 6 & a half inches. We ship out fast within 24 hours free shipping.
593080,(5) Wow lipsticks/ lip tints,1,Beauty/Makeup/Lips,,11.0,1,"WOW!! ROMANTIC BEAR LONG LASTING WATERPROOF LIP TINT Brand New. Brand: ROMANTIC BEAR WOW   Feature: long lasting Capacity: 15ml 100% brand new Net weight: 15g Color: 6 Colors: -Watermelon -Sweet Orange -Sexy Red (Most popular flavor) -Cherry Red -Rose Pink -Lovely Peach PRICES: 1For 7 2 For8 3 For 9 4 For 10 5 For 11 6 For 12 INSTRUCTIONS THIS LISTING IS FOR (1) LIP TENT Once you apply on the lips wait till  it dries(5-10 mins) to peel off the top layer please carefull to not to touch your lips on drying process   FAST DRYING TIP: USE low heat hair dryer or fan ALL COLORS ARE AVAILABLE PLEASE MESSAGE ME WITH THE COLOR YOU WOULD LIKE ""AFTER"" YOUR PURCHASE IF YOU DO NOT MESSAGE ME WITH THE COLOR YOU WOULD LIKE, I WILL SHIP THE COLOR RANDOMLY. Tags: lipstick, lip tint, Lip gloss, Makeup"
675234,Double C black and gold flats,3,Women/Shoes/Flats,,26.0,0,Double C black and gold flats Woven on the side Worn a handful of times Size 7 Price negotiable
972851,Victoria's Secret Pink Dog,2,Vintage & Collectibles/Collectibles/Other,PINK,6.0,1,No description yet
490044,Bundle for Molly,3,Women/Pants/Casual Pants,,46.0,0,Bundle for Molly
1280427,Carters Tribal Design Print 3T,1,Kids/Girls 2T-5T/Tops & T-Shirts,Carter's,18.0,0,Carters Tribal Design Print 3T Blue top / pink leggings New Available only in 3T now! Bundles for savings! Originally [rm]
1053086,Steelers shirt,2,Women/Tops & Blouses/T-Shirts,NFL,10.0,1,Xl & large
886764,Cotton On High waisted short Size 0,3,Vintage & Collectibles/Clothing/Shorts,Cotton On,8.0,1,Tag says size 2 (US 0)
767120,Forever 21,1,Women/Tops & Blouses/Blouse,FOREVER 21,16.0,0,Forever 21 blouse NWT very cute shirt for a night out on the town. Size 3x
1171560,Pilot Frixion Erasable Retractable Pens,1,Other/Office supplies/Writing,Pilot,8.0,1,"You will receive 3 packs of retractable, erasable and refillable fine point .7mm gel ink. The colors of the pens reflects the color of the ink. Green, purple, blue, hot pink and electric blue is available. Brand new in package Come from a smoke-free home."
577236,Whole Blends,1,Beauty/Hair Care/Shampoo & Conditioner Sets,,10.0,0,All brand new. Price for all
9512,Kitten Collars,1,Other/Pet Supplies/Others,Whisker City,12.0,1,6 collars for [rm] shipped
632001,Victoria's Secret Date Bra 32C,2,Women/Underwear/Bras,PINK,12.0,1,"No padding, excellent condition."
1186386,Laura Geller Calligraphy Liquid Eyeliner,1,Beauty/Makeup/Eyes,Laura Geller,15.0,0,"Brand new, never used or swatched. Classic Felt Tip Color: Black 0.03 fl. oz. Retails for [rm] Look at my profile for other Laura Geller products, I will bundle for a cheaper price!"
918231,STILA MAGNIFICENT METALS DIAMOND DUST,1,Beauty/Makeup/Eyes,Stila,22.0,1,"This brilliantly long-wearing sparkle eye shadow combines the perfect mix of pearl and glitter to lavish eyes with incredible luster and shimmer. With its uniquely lightweight, water-infused texture, it glides on effortlessly, then dries down smoothly, locking in maximum sparkle with minimal fallout, for eyes with a real ""wow!"" factor. Diamond Dust (Sheer silver with multi-color sparkle) New in box Unused Unswatched FREE SHIPPING"
783759,Victoria Secret Body Lotion,1,Beauty/Skin Care/Body,Victoria's Secret,25.0,0,"NEW Victoria Secret • 3 Hydrating Body Lotion Love Spell, Pure Seduction, Secret Crush"
1480107,Black high top chucks,4,Women/Shoes/Fashion Sneakers,Converse,17.0,0,Black high top chick Taylor converse sneakers
1106153,Smashbox primer,2,Beauty/Makeup/Face,Smashbox,10.0,1,This is a travel size item unused
17099,Unicorn Dreams Iphone 7 Plus Case,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,12.0,1,"✔️ Brand new ✔️ iPhone 7 Plus hard Unicorn dreams clear case ✨Price is FIRM ✨FREE SHIPPING ✨20% off if bundled with other item Tags: american eagle, h&m, forever 21, zara, victorias secret, vs, pink, hippie, hipster,bohemian,kat von d, lularoe,free people, american rag,aeo,miss me,ny jeans, nicole miller, windsor, nasty gal, top shop,heart,nordstrom,festival, windsor,lulamon,adidas,vintage,kylie,Goth,Horror,Skulls,Grunge,UNIF,Inked, Hot Topic"
97994,Women's Under Armour Slides,1,Women/Shoes/Sandals,Under Armour,20.0,1,"New, sz 8"
1350937,Nike pro galaxy sports bra,2,Women/Athletic Apparel/Sports Bras,Nike,29.0,0,"Super cute and comfy, never worn"
793465,Rae Dunn Red Merry Christmas platter,1,Home/Kitchen & Dining/Dining & Entertaining,,41.0,0,One Rae Dunn Merry Christmas platter in Red writing. Firm price.
1221330,BUNDLE peek a boo / sheer shirt,2,Women/Sweaters/Crewneck,Nordstrom,18.0,1,Gray peek a boo sweater ribbed from Nordstrom
16893,Free ship handmade black lace choker,1,Women/Jewelry/Necklaces,,4.0,1,"❦Handmade Lace Choker that ties in the back. Strings are waterproof sealed! ❦Free shipping with first class tracking. ❦Full Length of Choker: 32 in ❦Length of lace: 7 in ❦Width: 1.5 "" ❦Please keep in mind that this item is handmade with love and is fragile. Strings have a coffee ombré color to give off a natural look with the lace. ❦Price is firm Gift wrapped listing is only for 1 stylish fashion necklace forever21 choker handmade cute chic 90s urban outfitters casual trend accessory cheap jewelry brandy melville john galt american apparel Matte kpop kylie jenner kawaii kitten pastel goth cry baby coachella 2017 valentine gift floral"
408310,Little girls bundle with cardigan,3,Kids/Girls (4+)/Tops & T-Shirts,,20.0,0,"10 pieces total. All pieces are in excellent condition except justice crop top has a pencil eraser size spot which I can picture if you need, not noticeable when wearing. 2 skirts (top) sz 6/6x 1 pair of cotton pink striped shorts (sized 7/8 but fit smaller) 4 tank tops (3 size 6, one size 7/8 but fits smaller) 1 white t shirt size 6/6x I justice crop top size 7 (fits small) 1 pair of jeweled black flip flops with no missing jewels will fit size 11/12, 13 Cardigan"
886308,Rae Dunn Mugs (Buyer: Crazy thankful),1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,36.0,0,"New Rae Dunn ceramic ""YUM"" and ""SIP"" mugs. (Crazy thankful). 1 New Rae Dunn ""YUM"" mug ([rm]) 1 New Rae Dunn ""SIP"" mug ([rm]) We pack with care and ship promptly. Please inspect order when delivered. Help complete your order by rating transaction."
1012906,Xs lularoe white classic t! Bnwt!,1,Women/Tops & Blouses/T-Shirts,LuLaRoe,38.0,1,Plain white lularoe classic t brand new with tags!
231080,Brown leather,2,Women/Shoes/Boots,,11.0,0,Dark brown leather boots with smaller 1.5 in heel in excellent condition! Size 9
518901,LulaRoe one size leggings new in bag,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,24.0,1,LulaRoe leggings ONE SIZE fits 0-12 New in bag
741736,Bundle for Tammy,3,Kids/Girls 2T-5T/Other,,32.0,1,Bundled for Tammy!!!
95071,FREE SHIP O'Neill Nordic Cardigan,3,Women/Sweaters/Cardigan,O'Neill,12.0,1,This trendy tribal like print O'Neill cardigan fulfills all of your chilly day needs! Tie around back to keep closed. Slight normal pilling on the bottom of sleeves. Not noticeable and easily removed. Size XS but could easily fit a small.
994233,10 pairs eyelashes,1,Beauty/Makeup/Eyes,,11.0,1,"Long, Volumous & Lightweight! Use up to 10 times each pair."
534570,Ferragamo Red with Gold Trimming,1,Men/Men's Accessories/Belts,Salvatore Ferragamo,49.0,1,"Ferragamo Red with Gold Trimming HOT SELLER!!! Comes with Box, Dustbag and Card. Sizes available 28-42!!! I Ship Same Day you pay or Next Day the latest. Satisfaction Guaranteed!!! *** CHRISTMAS IS RIGHT AROUND THE CORNER!!! *** Will Make an Awesome Gift!!! ***Check out my other Offers!!!*** ALL SIZES 28 THRU 42 ARE AVAILABLE- IF IT'S POSTED FOR SALE IT MEANS I AM READY TO SHIP!!! I HAVE ALREADY SOLD OVER 100+ BELTS AND ALL MY CUSTOMERS LOVE THEM. AFTER YOU MAKE THE PURCHASE YOU ARE ABLE TO DIRECT MESSAGE ME THE SIZE YOU NEED AND WE WILL REMAIN IN CONTACT UNTIL YOU RECEIVE YOUR ITEM!!! Shop Now, Thank You... -Hugo Ortiz"
1165393,*FS!*ALL SIZES**WAIST TRAINER/CINCHER,1,Sports & Outdoors/Exercise/Fitness accessories,,12.0,1,"***I have all sizes available in BLACK and BEIGE COLOR*** ***S/M/L/XL//XXL/XXXL***    ■Message me your desired size and color after purchase■ ***ATTENTION!!!BUYERS!!!*** *** I DO NOT ACCEPT RETURNS FOR THESE ITEMS FOR SANITARY REASON*** ***THEY DO RUN SMALLER*** ***PLEASE CHOOSE ONE SIZE BIGGER THAN YOUR ACTUAL SIZE--IF YOU'RE NOT SURE, PLEASE ASK--I CAN HELP YOU TO CHOOSE THE RIGHT ONE*** ●LIGHT WEIGHT BUT YET FIRM WITH SPIRAL STEEL BONES●SUPER COMFORTABLE TO WEAR●"
1057114,Wireless Bluetooth earphones,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,14.0,1,"Features: Tone+ delivers enhanced audio and bass response and a host of calling features in a sleek, comfortable design Unique, around the neck, wearing style provides all day comfort and ease of use Talk/Music Time: Up to 15/10 hours Bluetooth Version:4.0 Long Battery Life Microphone Mute Audible Battery Status Alert Compatible: Universal Android, Apple and other Bluetooth enabled devices Suitable for all mobile phones with bluetooth function Package included: 1 X Bluetooth headset 1 X USB charging cable (Ac adapter not included ,only USB) 1 X User manual"
571131,2017 Victoria Secret Pink Ringer Tee Med,1,Women/Tops & Blouses/T-Shirts,PINK,28.0,1,Brand new with tags! 2017 collection.. Cross posted will go fast.. :) super fast shipping
1168250,Off white pacsun destroyed jeans,3,"Women/Jeans/Slim, Skinny",Pacific Sunwear,9.0,0,"Off white pacsun bullhead destroyed denim skinny jeans. Size 3. Worn lightly, in great condition just wrinkled. Do not ask me to model because they do not fit me! I'm moving soon and trying to downsize so prices are super low in my shop! I always discount on bundles *No Holds* *No trades* *No free/[rm] ship* *No ""lowest?"" or lowballing* *Discount on bundle only* *Comment if any questions* *I ONLY SHIP ONCE A WEEK-PLEASE BE PATIENT* I ONLY SHIP USING [rm] SHIPPING SO YOUR ORDER IS INSURED! Please read my description on my profile because many common questions are answered there!!!"
211334,HOLD e Sterling Silver Hearts Bracelet,3,Women/Jewelry/Bracelets,,8.0,1,"A Vintage Sterling Silver of Wonderful Hearts Bracelet. Measures 8 inches and marked ""925""... grams 25.6 In excellent condition, no issues Free shipping"
315471,Lucky Brand jeans,2,"Men/Jeans/Classic, Straight Leg",Lucky Brand,18.0,0,Size 34 Bootcut- Long Length -never worn -bought brand new from The Buckle for [rm]
380916,Olive fringe wedges,1,Women/Shoes/Sandals,,18.0,0,New. Size 5
1221901,Lancôme Energie de vie skincare TRIO,1,Beauty/Skin Care/Face,Lancome,26.0,1,"Only one trio set available! Act fast! Lancôme Energie de vie skincare TRIO, deluxe travel size, the best trio ever! Brand new and fresh items. Never opened. Just got these this week. Buy with confidence. 1. Smoothing & purifying foam cleanser 2.0 fl oz (Retail price for 4.2 oz is [rm]) 2. Refining invigorating intense lotion, 1.69 fl oz (Retail price for 6.7 oz is [rm]) 3. Water-infused moisturizing cream, 0.5 fl oz (Retail price for 1.7 oz is [rm]) Great value TRIO set."
1183806,VS Pink Cooler,1,Women/Swimwear/Beach Accessories,,18.0,1,"Brand new! Free shipping! Limited edition, super cute hot pink VS Pink Collection Cooler. Perfect for your summer vacations to the beach, resorts or road trips. Comes with a cute Dog key chain that can me removed and used as another accessory. *Price is firm. :)"
1200376,NWT silver crystal choker necklace,1,Women/Jewelry/Necklaces,ZARA,6.0,1,Brand new with tags crystal choker. Message for further questions details or pictures.
996502,Lego Dimensions ninjago team pack,3,Electronics/Video Games & Consoles/Accessories,,6.0,1,Gently used
372462,MAGENTA Planter,1,Home/Home Décor/Home Décor Accents,,26.0,0,No description yet
953647,VS crew!,3,Women/Sweaters/Crewneck,Victoria's Secret,34.0,1,Victoria's Secret Pink Have tons to post. Runs bigger
423166,Green Day Vinyl Decal,3,Other/Automotive/Exterior Accessories,,4.0,1,"Can make any color, just ask! Safe for cars. Approximately 4.25x1.25 inches."
459566,Pajama Bottoms,3,Women/Pants/Other,Gilligan & O'Malley,12.0,0,"Have been worn before No tears or stains The color is not faded Beautiful grey, white, and orange color Size large, but definitely more for size 12"
1151692,Adobe Cs3 And Cs4 ON HOLD For Dave,3,,,65.0,1,No description yet
86298,The Division xbox one,1,Electronics/Video Games & Consoles/Games,,32.0,1,Brand new unopened PRICE FIRM PLEASE DON'T ASK I ship the same day or next day Thank you for looking
471665,Camo beanie hat messy bun / ponytail,1,Women/Women's Accessories/Hats,Customized & Personalized,15.0,0,"Super soft and warm. Camoflauge mix of green, brown and tan. Has opening in the top for your bun or ponytail to come out. Super cute! I can also close it for a traditional beanie if you prefer. I'll be listing others, bundle and save on shipping."
577357,FreeShip! L'oreal True Match Nude Beige,1,Beauty/Makeup/Face,L'Oreal,7.0,1,Brand new! Never been used! Loreal True Match Liquid Foundation -W3 Nude Beige Bundle with other listings for 15-25% off!
506705,The Limited tweed skirt 100% cotton,3,"Women/Skirts/Straight, Pencil",The Limited,10.0,1,"Size 6. No flaws. Very cute. 100% cotton, fully lined. Waist-15"" Length-17.5"" #101"
543903,Thermal underwear & loom craft (bundle),3,Women/Underwear/Thermal Underwear,,11.0,0,Med top & large pants
837856,Floral Pumps,3,Women/Shoes/Pumps,Charlotte Russe,9.0,0,"Shoes are in excellent condition. Worn once. There's not really any wear on the bottoms. They're a little bend out of shape from storage, but won't be noticeable once they're worn."
203266,Jordan Retro 6 Boy's Shoe's size 12c,3,Kids/Boys 2T-5T/Shoes,,25.0,1,This is a used pair of Jordan Retro 6 Boy's Shoe's size 12c Toddler.they black and gray leather high top Shoe's.there are no holes or tears on either shoe.There is a scuff mark on one shoe near the heel.Please view the pictures and if you have any questions please ask.
845079,Anastasia Beverly Hills Eye brows brush,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,Sephora,14.0,1,Brand new never used !
1317510,Hold,2,Kids/Toys/Hobbies,,84.0,0,No description yet
137267,Gap Boy Toddler Sweater 18-24 months,2,Kids/Boys 0-24 Mos/Tops & T-Shirts,Gap,9.0,1,This is a perfect used condition toddler boys sweater from the Gap in a size 18-24 months. He probably wore this about three times tops. There are no flaws with this whatsoever and it is very warm. Smoke free home :)
1388304,Boys Black Vans,3,Kids/Boys (4+)/Shoes,,18.0,0,Boys Vans size 1.5 in EUC... Smoke free home
105175,iPhone 7 plus holographic case,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,9.0,1,Brand new case with holographic card For iPhone 7 plus
163947,Victoria's Secret gift set,1,Beauty/Fragrance/Sets,Victoria's Secret,14.0,0,Vs iPhone 6 case and wristlet never used. Vs hand lotion and lip gloss not included
1097301,Kate Spade Card Holder,3,Women/Women's Accessories/Wallets,Kate Spade,23.0,0,Authentic Gold Kate Spade card holder Only used for a couple weeks Good condition. Small flaws where the case opens. Not sure if that was there when I got it to allow it to open or if it's normal wear. Shown in last picture. Need it gone ASAP so willing to negotiate a little bit not much since it's already a great price!
496141,Lia Sophia Necklace NWT,1,Women/Jewelry/Necklaces,Lia Sophia,14.0,0,From the Kiam collection a beautiful multi-layered mother of pearl necklace. On heavy clear strands with original tag.
103994,Vera Bradley Cross Body,2,Women/Women's Handbags/Messenger & Crossbody,Vera Bradley,21.0,0,All zippers work no rips
1388204,"LuLaRoe ""frenchie"" leggings os",1,Women/Jeans/Leggings,Independent,39.0,0,"Brand new, only tried on. I bought these on a whim and I don't like leggings. Price is firm. Negative comments will be blocked and reported. Thank you! These are ONE SIZE. Will include tags (if I can find them)"
497933,"Younique ""upper class"" lipstick",2,Beauty/Makeup/Lips,,5.0,1,No description yet
39660,Nike Tshirt,3,Kids/Boys (4+)/Top & T-shirts,Nike,9.0,0,Great condition! Size medium. Could be boys or girls. Golden yellow swoosh Size medium Short sleeve
884911,PINK maroon hat,2,Women/Women's Accessories/Hats,PINK,7.0,0,"Barely Worn, Great Condition"
1021873,Bundle Doll accessories,3,Kids/Toys/Dolls & Accessories,,38.0,0,"folding chair [rm] shaw $ 3 dress $ 7 flowers dress [rm] ------------------ [rm] good condition, very clean *BUNDLE AND SAVE MONEY ON SHIPPING PRICE"
1377532,Victoria Secret,2,,Victoria's Secret,15.0,1,Girl's Night Flirty peony and waterlily Unused Message me for more details
666749,"""The Big One"" First Birthday Decor",3,Kids/Toys/Party Supplies,,46.0,0,"""The Big One"" Fishing Birthday Decor! * ONE highchair banner * ""1"" birthday candle * bag of bobbers * 20 fish on sticks for centerpieces * 8 bobber cupcake toppers * ""The Big One"" cake topper * Happy Birthday banner * fish/tackle boxes/bobbers banner * 4 bobber lanterns * 2 fishing nets"
684724,Toddler boys hoodie 2T,2,Kids/Boys 2T-5T/Coats & Jackets,,14.0,0,This is brand new never worn but no tags
876566,Grande Hotel Cafe Peppermint Mocha,1,Beauty/Makeup/Makeup Palettes,Too Faced,18.0,1,"Peppermint mocha palette from too faced grande hotel cafe Christmas in New York. Never used, not swatched. Can include box for an additional [rm]"
176032,Body by Victoria bra size 36D,3,Women/Underwear/Bras,Victoria's Secret,7.0,0,Victoria's Secret size 36D Body by Victoria Well worn/used Bundle to save
260013,5 girl's swimsuits medium (7/8),2,Kids/Girls (4+)/Swimwear,,12.0,0,New w/ tags OP medium (7/8) hot pink & black zebra stripe OP medium (7/8) purple OP medium (7/8) lime green & hot pink SO size 8 black bottoms & multi colored top Circo medium (7/8) multi colored w/ palm trees
573458,Hooker on the weekend decal,1,Other/Automotive/Exterior Accessories,,6.0,1,"5"" Color may be slightly different due to phone contrasts. Please message with the color you would like! If you do not, I will ship a random color! These decals can go on anything, yeti, car, computer, cellphone, you name it! Shipping comes with tracking. Bundle to save."
362132,DISNEY Cars Backpack Set Rolling Bag,2,Kids/Gear/Backpacks & Carriers,Disney Pixar Cars,19.0,0,"Excellent condition Used on an airport travel once. Clean outside and clean inside Rolling: Main compartment, smaller outter compartment and two side compartment No stains or tears Including a bonus smaller Disney Cars backpack (toddler size) This bag is also in great condition used only once or twice. Both bags have adjustable straps and no fading at all whatsoever. I do want to mention on the rolling backpack for the main compartment there are two zippers and both of them have to be slid together to open and close you can not seperate them. Once closed it stays closed though. Zipper is fine the zips just have to go together either way. Rolling bag is about a foot wide and about 16"" high WITHOUT the handle bar extended. Smaller backpack is about 9"" wide and 11"" tall. Two pockets."
1426098,Girls Sz4/5 Soft Disney Princess Robe,3,Kids/Girls (4+)/Other,Disney,7.0,0,Gently worn briefly 173
374856,Lululemon Top,2,Women/Athletic Apparel/Shirts & Tops,Lululemon,28.0,0,"Very lightweight, easy fitting top. Worn twice. Pretty sure it is a size 8."
949503,Flannel and lace top,3,Women/Tops & Blouses/Button Down Shirt,,8.0,1,1x lightweight plaid top Gently used
1132356,Bed Is Bae Long Sleeve,2,Women/Tops & Blouses/T-Shirts,PINK,14.0,0,"VS PINK long sleeve, only worn twice. It is a large but is very fitted. It would fit a medium as well."
106670,Fashion nova Carmen jeans,3,"Women/Jeans/Slim, Skinny",Fashion Nova,19.0,0,Size 9 Denim skinny jean Slightly stretchy Ripped zipper detail at ankle
873450,NYX butter lipstick in Lifeguard,1,Beauty/Makeup/Lips,NYX,4.0,1,"New! NYX Professional Makeup Butter™ Lipstick in Lifeguard shade LIFEGUARD - DEEP CLASSIC RED Originally [rm] Why You'll Love It Right now this satin finish is our goldilocks texture. Glossy is too much. Matte isn’t doing the trick. But this is just right! These are so insanely creamy that there’s no need to use lip balm beforehand. Lifeguard, a deep magenta, is bold but wearable—even for babes too shy to rock a statement lip. We grab it on days when we don’t want to commit to full-on red"
1080617,Columbia Omni Wick L/S Shirt l,3,Women/Athletic Apparel/Shirts & Tops,Columbia,9.0,0,Good condition
1454876,MEN'S BLUE & WHITE RALPH LAUREN SHIRT,2,Men/Tops/Button-Front,Ralph Lauren,26.0,0,"Aeropostale PLAID, CHECKERED Size: S No stains or flaws Colors: Red, White & Blue Ralph Lauren Casual Striped Button Down Shirt Size: S Colors: Blue & White"
160186,lululemon white reversible jacket,2,Women/Athletic Apparel/Jackets,Lululemon,60.0,1,"Lululemon Athletica Find Your Bliss Reversible Jacket - Size 4 in White on White Mesh One side is made of a Luon material while the other side is made of a mesh looking design. Has thumbholes as well. Perfect condition with no stains, rips or piling. Retailed for [rm] NO TRADES. Rude/Lowball = Blocked 〰 Free brandy melville sticker w purchase ✨"
1340632,Michael Kors Isbella Bootie,3,Women/Shoes/Pumps,Michael Kors,41.0,0,No description yet
175574,American eagle boots,3,Women/Shoes/Boots,American Eagle,16.0,0,No description yet
1185050,New Adidas shirt boys 14/16 lg,1,Kids/Boys (4+)/Top & T-shirts,,10.0,1,New with tags Adidas shirt Dri fit material Boys 14/16 Gray with silver lettering
883545,42DD Frederick 's of Hollywood bra,3,Women/Underwear/Bras,,10.0,1,Black Lace Lined Underwire Adjustable Straps ✔ Bundle to Save ❌ No Holds
213895,under armour tank FREE SHIP,3,Women/Athletic Apparel/Shirts & Tops,Under Armour,10.0,1,wounded warriors project tank top
958001,Japanese Cherry Blossom Sprays,1,Beauty/Fragrance/Women,Bath & Body Works,14.0,0,"Bath and Body Works Diamond Shimmer Mist sprays in Japanese Cherry Blossom scent. Brand new, never used. [rm] each at full retail price."
1147277,Hoola Benefit,1,Beauty/Makeup/Face,Benefit,19.0,0,New and never used
174646,Xxs Tye Dye Carly,1,Women/Dresses/Asymmetrical Hem,LuLaRoe,76.0,0,Brand new and never worn tye dye Carly! Blue and dark blue pattern! Unicorn print hard to find!
129983,Victoria's Secret pink hoodie sweatshirt,3,Women/Sweaters/Hooded,Victoria's Secret,15.0,0,Size medium Victoria's Secret pink hoodie sweatshirt in good condition
1266467,2 necklace bundle,3,Women/Jewelry/Necklaces,,9.0,1,Gently used but in good condition. 2 Silver bohemian long necklaces.
1231274,Bundle for AmberK85,3,Beauty/Makeup/Makeup Palettes,,20.0,1,Used a few times. Sanitized. Prices negotiable
1057888,Victoria's Secret PINK Frisbee NWT! RARE,2,Women/Other/Other,PINK,20.0,0,"A rare, Victoria's Secret PINK frisbee new/never used & still has tag attached! Measures approximately 9 1/2"" in diameter & approximately 1 1/2"" in height! Super sturdy & makes for a perfect afternoon of fun this Summer or as a great collectors item!! Plastic has a few light surface scratches from storage."
733358,iPhone 5/5S/SE Mirror Soft Clear TPU Cas,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,8.0,1,Mirror Soft Clear TPU Case
